ADH_Ref_ID,Date,PhaseCode,Crew_ID,Weather_ID,ActualHours,ActualQuantity
A18095,2022-10-25,P42,C7,W1802,3.883928571,4.3904
A18096,2022-04-22,P56,C10,W2526,6.226993865,850.208
A18097,2022-07-18,P33,C16,W1101,3.213296399,114.030875
A18098,2022-08-12,P82,C4,W826,9.098039216,137.3767606
A18099,2022-08-21,P30,C11,W2657,7.490774908,41.96628571
A18100,2022-10-08,P19,C13,W2373,6.304347826,55.2
A18101,2022-01-21,P77,C5,W1846,5.607734807,16.3805
A18102,2022-06-09,P68,C19,W2133,6.284829721,83.4632
A18103,2022-01-22,P62,C17,W1526,4.658634538,37.2006
A18104,2022-06-28,P60,C6,W2171,8.169014085,430.1653333
A18105,2022-01-10,P98,C18,W1825,4.634703196,25.33972
A18106,2022-02-20,P9,C18,W1254,6.114457831,1653.36
A18107,2022-08-11,P85,C15,W2258,8.821292776,32.93761905
A18108,2022-08-14,P20,C9,W1429,5.8,25.77565632
A18109,2022-03-15,P25,C14,W1952,8.083623693,988.428
A18110,2022-04-19,P97,C20,W711,8.592592593,383.08
A18111,2022-10-01,P58,C11,W2698,8.226950355,34.02096257
A18112,2022-10-06,P19,C18,W1783,4.00921659,5.81345679
A18113,2022-02-04,P34,C12,W1875,4.975490196,2.522181818
A18114,2022-03-12,P88,C18,W2485,6.492537313,1077.36
A18115,2022-03-23,P36,C19,W1969,6.904761905,864.36
A18116,2022-04-29,P65,C1,W2042,5.523809524,396.9
A18117,2022-05-27,P40,C20,W1350,4.518518519,2.0412
A18118,2022-06-01,P71,C7,W2116,5.649350649,569.184
A18119,2022-06-12,P4,C17,W2139,7.532467532,1328.096
A18120,2022-09-25,P14,C11,W870,7.960784314,80.27777778
A18121,2022-10-28,P85,C10,W1203,2.735849057,206.4615
A18122,2022-05-27,P80,C19,W1050,2.811634349,195.4815
A18123,2022-07-07,P53,C15,W1090,2.811634349,65.1605
A18124,2022-07-13,P32,C17,W1397,5,2.336111111
A18125,2022-09-04,P51,C7,W1751,5.420560748,5.160112676
A18126,2022-07-11,P2,C6,W2197,8,280.3333333
A18127,2022-10-13,P96,C4,W2384,6.170212766,26.11362567
A18128,2022-03-20,P8,C20,W982,3.076923077,213.1935
A18129,2022-07-11,P51,C15,W2196,7.19858156,636.192
A18130,2022-07-29,P15,C15,W2634,7.097902098,70.5137931
A18131,2022-10-28,P37,C19,W1203,2.345013477,192.6974
A18132,2022-03-16,P72,C5,W677,8.140350877,487.35
A18133,2022-03-30,P85,C18,W1982,5.918367347,1296.54
A18134,2022-09-01,P68,C10,W244,5.918367347,190.7821622
A18135,2022-01-10,P42,C12,W1213,5.147928994,1599.416
A18136,2022-02-05,P86,C17,W1239,5.117647059,1734
A18137,2022-03-20,P57,C9,W79,6.52733119,773.768
A18138,2022-06-06,P74,C8,W2127,7.707641196,543.606
A18139,2022-06-19,P81,C4,W1373,5.285714286,1.506919528
A18140,2022-06-20,P29,C7,W1374,3.214285714,1.205535623
A18141,2022-08-08,P95,C16,W1423,7.733333333,15.16945107
A18142,2022-09-02,P91,C8,W2302,6.835016835,307.705814
A18143,2022-09-17,P95,C13,W2332,6.170212766,26.11362567
A18144,2022-10-21,P73,C19,W1497,7.918088737,52.02969697
A18145,2022-01-20,P9,C3,W2434,5.304878049,40.344
A18146,2022-03-11,P59,C13,W70,6.52733119,773.768
A18147,2022-09-14,P81,C15,W1761,4.677419355,8.720185185
A18148,2022-01-12,P52,C2,W1829,4.507772021,3.67891358
A18149,2022-04-30,P23,C17,W120,6.226993865,1275.312
A18150,2022-05-02,P15,C4,W423,5.850144092,860.0642857
A18151,2022-06-10,P1,C7,W763,8.754716981,540.1923077
A18152,2022-10-10,P25,C18,W2377,6.304347826,66.24
A18153,2022-10-21,P58,C5,W595,5.163204748,757.1266667
A18154,2022-10-23,P59,C3,W2403,7.355072464,44.16
A18155,2022-07-12,P90,C14,W2199,5.979381443,453.6482143
A18156,2022-09-06,P77,C12,W249,5.072886297,190.7821622
A18157,2022-04-28,P1,C18,W1321,7.483870968,43.4841629
A18158,2022-07-29,P72,C10,W511,5.288753799,83.26230769
A18159,2022-07-06,P52,C13,W789,8.754716981,432.1538462
A18160,2022-07-12,P75,C5,W1396,5,1.001190476
A18161,2022-10-28,P90,C16,W903,7.748091603,64.35375
A18162,2022-08-29,P84,C20,W1143,2.735849057,206.4615
A18163,2022-02-08,P5,C2,W641,7.483870968,768.8
A18164,2022-07-01,P74,C10,W483,7.631578947,145.92
A18165,2022-02-21,P43,C15,W1909,5.225225225,68.9976
A18166,2022-09-04,P38,C5,W849,6.823529412,128.2183099
A18167,2022-02-05,P24,C5,W638,2.98820059,6.257041742
A18168,2022-06-08,P60,C3,W159,5.087719298,935.712
A18169,2022-07-13,P91,C9,W1096,2.409972299,122.1759375
A18170,2022-08-31,P9,C9,W845,6.823529412,137.3767606
A18171,2022-01-27,P83,C20,W27,6.925373134,1683.375
A18172,2022-02-16,P81,C5,W348,2.563131313,180.9415385
A18173,2022-08-18,P3,C16,W832,9.098039216,109.9014085
A18174,2022-09-26,P47,C4,W2693,8.226950355,34.02096257
A18175,2022-05-02,P77,C13,W1626,4.511111111,30.375
A18176,2022-06-08,P8,C2,W159,5.087719298,1754.46
A18177,2022-06-21,P28,C11,W774,6.566037736,648.2307692
A18178,2022-08-20,P48,C16,W1134,2.345013477,110.1128
A18179,2022-10-27,P96,C4,W1804,3.883928571,2.03072
A18180,2022-01-16,P59,C19,W317,2.750677507,108.9288
A18181,2022-03-15,P27,C19,W1578,3.70212766,66.27
A18182,2022-10-15,P32,C17,W1792,3.883928571,4.3904
A18183,2022-07-28,P60,C19,W2231,5.858585859,705.672
A18184,2022-08-26,P42,C1,W539,5.194029851,1571.15
A18185,2022-05-20,P44,C10,W1043,2.409972299,182.4494
A18186,2022-01-22,P11,C5,W925,2.891737892,123.201
A18187,2022-04-20,P21,C15,W1013,3.060686016,33.79788235
A18188,2022-05-13,P27,C16,W1637,3.799126638,20.9764
A18189,2022-03-17,P26,C11,W1580,3.70212766,66.27
A18190,2022-04-13,P25,C18,W2517,5.132743363,1379.052
A18191,2022-04-11,P65,C10,W1605,4.511111111,30.375
A18192,2022-06-06,P71,C16,W759,7.660377358,140.45
A18193,2022-08-29,P62,C7,W2294,8.027681661,172.802069
A18194,2022-10-11,P51,C11,W1186,2.345013477,110.1128
A18195,2022-04-12,P14,C12,W2009,5.858585859,882.09
A18196,2022-05-30,P34,C13,W1654,5.065502183,24.47246667
A18197,2022-07-04,P99,C11,W185,5.935672515,612.2128
A18198,2022-09-12,P99,C20,W2322,7.355072464,32.704
A18199,2022-07-01,P79,C11,W1686,3.936651584,22.542
A18200,2022-09-22,P50,C18,W1468,8,110.295082
A18201,2022-07-05,P53,C9,W1088,3.126684636,47.87513043
A18202,2022-04-03,P70,C6,W93,5.594855305,580.326
A18203,2022-09-12,P77,C1,W2322,6.304347826,33.12
A18204,2022-02-07,P67,C13,W339,2.196969697,72.37661538
A18205,2022-02-20,P51,C8,W653,6.548387097,768.8
A18206,2022-02-06,P19,C6,W2451,6.705202312,29.929
A18207,2022-03-28,P73,C4,W87,7.459807074,580.326
A18208,2022-06-20,P58,C11,W1374,4.25,0.803690415
A18209,2022-07-02,P50,C10,W2178,8.027681661,371.2044444
A18210,2022-09-13,P78,C11,W256,7.160493827,116.64
A18211,2022-01-26,P34,C8,W1856,3.849557522,51.076
A18212,2022-04-13,P25,C12,W2010,5.132743363,1379.052
A18213,2022-06-30,P91,C3,W1384,4.25,1.506919528
A18214,2022-07-06,P74,C7,W1691,4.592760181,22.542
A18215,2022-06-19,P22,C6,W2153,7.328519856,72.49984252
A18216,2022-06-20,P15,C11,W1374,5.285714286,1.004613019
A18217,2022-03-23,P70,C2,W1969,7.891156463,370.44
A18218,2022-05-11,P84,C13,W2545,5.878378378,320.5463415
A18219,2022-07-06,P15,C17,W2186,6.192170819,30.48687259
A18220,2022-05-29,P73,C11,W2573,7.22741433,618.246
A18221,2022-06-18,P37,C13,W2593,8.226950355,47.78266094
A18222,2022-10-08,P72,C16,W2705,7.19858156,25.51572193
A18223,2022-04-01,P42,C18,W2505,5.471698113,1415.736
A18224,2022-05-25,P54,C7,W1048,2.409972299,104.2568
A18225,2022-07-31,P100,C13,W513,7.051671733,138.7705128
A18226,2022-09-07,P51,C6,W551,6.548387097,274.5714286
A18227,2022-07-10,P74,C15,W1093,2.811634349,48.870375
A18228,2022-08-25,P51,C20,W1139,2.735849057,110.1128
A18229,2022-08-16,P93,C14,W529,6.925373134,1683.375
A18230,2022-05-09,P71,C11,W430,5.488958991,317.3336842
A18231,2022-09-02,P70,C14,W2302,6.835016835,123.0823256
A18232,2022-03-01,P90,C18,W2474,6.877470356,960.135
A18233,2022-03-06,P44,C6,W1935,9.243027888,882.014
A18234,2022-07-16,P43,C15,W2207,8.315412186,68.110875
A18235,2022-08-26,P14,C15,W840,9.098039216,91.58450704
A18236,2022-04-03,P83,C6,W1597,4.936170213,82.8375
A18237,2022-02-13,P81,C19,W1892,5.631067961,63.654
A18238,2022-02-05,P78,C18,W638,3.843657817,3.128520871
A18239,2022-03-17,P65,C11,W76,7.459807074,580.326
A18240,2022-05-30,P52,C9,W150,6.863905325,609.3013333
A18241,2022-01-21,P64,C20,W322,2.750677507,81.6966
A18242,2022-10-25,P16,C3,W2408,6.304347826,55.2
A18243,2022-03-26,P16,C17,W1589,4.936170213,55.225
A18244,2022-05-13,P12,C20,W2547,5.225225225,1108.89
A18245,2022-06-07,P58,C1,W1662,4.592760181,30.056
A18246,2022-06-13,P37,C12,W465,6.677631579,340.48
A18247,2022-06-30,P45,C10,W783,8.754716981,756.2692308
A18248,2022-10-13,P37,C13,W2383,7.355072464,77.28
A18249,2022-02-03,P10,C8,W1873,4.787735849,44.944
A18250,2022-10-14,P89,C6,W1189,2.345013477,206.4615
A18251,2022-06-17,P93,C11,W1672,3.936651584,56.355
A18252,2022-06-21,P95,C5,W2157,8.345323741,99.68495238
A18253,2022-10-23,P6,C6,W2720,8.226950355,34.02096257
A18254,2022-04-23,P64,C11,W1617,4.511111111,30.375
A18255,2022-08-30,P74,C19,W1445,6.766666667,12.88782816
A18256,2022-06-26,P3,C11,W177,5.087719298,1403.568
A18257,2022-01-06,P28,C2,W2420,6.073298429,43.7772
A18258,2022-05-02,P8,C5,W122,5.337423313,1594.14
A18259,2022-04-28,P69,C16,W2040,7.341772152,599.136
A18260,2022-03-13,P64,C12,W2486,6.744186047,399.384
A18261,2022-09-13,P4,C15,W1158,2.196969697,219.5424
A18262,2022-10-01,P42,C19,W575,6.548387097,480.5
A18263,2022-02-10,P62,C7,W1887,4.957264957,15.64457143
A18264,2022-06-10,P96,C6,W1665,4.592760181,19.9364
A18265,2022-07-24,P39,C13,W1107,2.811634349,114.030875
A18266,2022-05-08,P19,C14,W2060,7.682119205,912.04
A18267,2022-08-04,P84,C1,W2245,7.122807018,187.4423077
A18268,2022-08-18,P38,C15,W1132,2.735849057,192.6974
A18269,2022-06-22,P33,C2,W2159,6.23655914,75.67875
A18270,2022-09-25,P57,C12,W569,5.612903226,274.5714286
A18271,2022-03-11,P49,C18,W70,5.594855305,773.768
A18272,2022-03-14,P64,C12,W2487,7.748091603,411.864
A18273,2022-04-19,P35,C1,W1312,7.483870968,60.87782805
A18274,2022-08-04,P86,C13,W818,9.28,468.75
A18275,2022-08-12,P33,C10,W2261,8.721804511,194.2321569
A18276,2022-08-05,P62,C20,W2246,6.041666667,113.1054545
A18277,2022-04-10,P25,C20,W702,7.518518519,874.8
A18278,2022-06-05,P50,C20,W2125,7.508090615,146.8938462
A18279,2022-10-25,P10,C12,W1200,2.345013477,137.641
A18280,2022-05-13,P48,C12,W2070,5.225225225,887.112
A18281,2022-09-04,P7,C14,W1751,4.742990654,3.870084507
A18282,2022-01-04,P61,C18,W1812,5.37037037,28.5768
A18283,2022-06-28,P51,C19,W1081,2.735849057,47.87513043
A18284,2022-06-16,P10,C13,W769,8.754716981,540.1923077
A18285,2022-07-23,P74,C12,W2628,6.304347826,30.06947368
A18286,2022-10-20,P65,C8,W2398,8.405797101,33.12
A18287,2022-01-21,P81,C6,W322,3.143631436,204.2415
A18288,2022-03-29,P48,C19,W690,8.140350877,649.8
A18289,2022-07-17,P8,C7,W1100,2.811634349,122.1759375
A18290,2022-03-30,P16,C3,W992,2.692307692,142.129
A18291,2022-06-18,P70,C4,W1372,4.25,0.602767811
A18292,2022-10-22,P11,C3,W2402,8.226950355,42.52620321
A18293,2022-09-07,P38,C2,W250,6.265432099,272.16
A18294,2022-02-21,P67,C18,W52,5.935672515,701.784
A18295,2022-02-28,P58,C1,W962,2.066508314,141.7928
A18296,2022-09-05,P94,C19,W2307,7.355072464,32.704
A18297,2022-03-29,P57,C12,W88,6.52733119,773.768
A18298,2022-08-15,P18,C1,W1731,5.420560748,6.450140845
A18299,2022-06-15,P93,C16,W467,5.723684211,364.8
A18300,2022-07-27,P52,C6,W1110,2.409972299,65.1605
A18301,2022-10-07,P29,C16,W1483,7.918088737,104.0593939
A18302,2022-05-25,P58,C15,W1048,2.409972299,104.2568
A18303,2022-10-01,P28,C10,W1176,2.563131313,188.1792
A18304,2022-05-19,P8,C13,W2082,5.631067961,1432.215
A18305,2022-06-01,P49,C11,W754,7.660377358,187.2666667
A18306,2022-08-31,P51,C1,W2667,7,224.2666667
A18307,2022-01-10,P11,C14,W1824,4.371859296,26.40066667
A18308,2022-08-28,P14,C10,W1443,5.8,21.4797136
A18309,2022-01-20,P33,C1,W1845,6.18902439,37.6544
A18310,2022-07-08,P85,C5,W2191,7.19858156,49.49626556
A18311,2022-08-09,P58,C9,W1123,2.345013477,110.1128
A18312,2022-04-29,P3,C3,W119,5.337423313,1275.312
A18313,2022-03-21,P16,C4,W1965,6.952054795,852.64
A18314,2022-03-29,P61,C20,W1980,7.707641196,724.808
A18315,2022-10-20,P42,C6,W2398,7.355072464,77.28
A18316,2022-04-02,P87,C4,W1295,7.204968944,97.20375
A18317,2022-04-10,P30,C12,W1604,5.155555556,60.75
A18318,2022-02-01,P3,C19,W935,2.891737892,147.8412
A18319,2022-03-12,P63,C2,W673,6.105263158,487.35
A18320,2022-03-16,P76,C3,W677,6.105263158,487.35
A18321,2022-02-27,P90,C17,W961,2.410926366,265.8615
A18322,2022-02-15,P88,C14,W46,5.087719298,1754.46
A18323,2022-05-11,P50,C19,W1034,3.213296399,104.2568
A18324,2022-08-05,P65,C6,W2247,8.197879859,18.41126437
A18325,2022-02-23,P65,C13,W54,5.935672515,701.784
A18326,2022-04-02,P35,C18,W995,3.076923077,198.9806
A18327,2022-09-09,P85,C10,W1756,5.34562212,8.720185185
A18328,2022-09-09,P57,C7,W2676,8.226950355,34.02096257
A18329,2022-03-01,P74,C20,W1564,6.770428016,396.294
A18330,2022-06-06,P65,C16,W759,8.754716981,140.45
A18331,2022-03-31,P50,C11,W1984,6.858108108,700.928
A18332,2022-07-13,P24,C4,W1698,5.420560748,27.4776
A18333,2022-06-25,P4,C12,W2164,7.048611111,1161.216
A18334,2022-09-23,P79,C20,W2690,8.226950355,25.51572193
A18335,2022-09-28,P22,C15,W1474,8,165.442623
A18336,2022-02-12,P78,C12,W1890,4.742990654,27.4776
A18337,2022-09-12,P87,C8,W2679,8.226950355,63.78930481
A18338,2022-09-16,P21,C9,W560,6.548387097,411.8571429
A18339,2022-10-25,P48,C5,W1501,7.918088737,69.37292929
A18340,2022-01-30,P8,C15,W1534,3.493975904,93.0015
A18341,2022-04-09,P84,C12,W400,6.685878963,1290.096429
A18342,2022-05-17,P62,C7,W739,6.566037736,140.45
A18343,2022-01-16,P55,C13,W16,6.925373134,897.8
A18344,2022-07-23,P59,C8,W1106,2.811634349,65.1605
A18345,2022-01-26,P76,C6,W26,5.194029851,673.35
A18346,2022-04-28,P53,C5,W720,8.592592593,583.2
A18347,2022-02-21,P38,C4,W1255,6.114457831,1543.136
A18348,2022-07-28,P43,C11,W209,5.98820059,1237.610769
A18349,2022-08-04,P68,C4,W818,9.28,187.5
A18350,2022-10-26,P44,C13,W1201,3.126684636,192.6974
A18351,2022-10-02,P76,C18,W877,7.960784314,48.16666667
A18352,2022-04-25,P61,C12,W2034,6.096096096,887.112
A18353,2022-07-15,P59,C11,W196,5.98820059,707.2061538
A18354,2022-09-11,P78,C17,W555,6.548387097,205.9285714
A18355,2022-10-17,P39,C12,W2392,8.405797101,77.28
A18356,2022-05-07,P53,C4,W1030,2.811634349,104.2568
A18357,2022-07-08,P78,C5,W1392,4,1.001190476
A18358,2022-03-09,P41,C19,W1940,8.405797101,1066.464
A18359,2022-07-11,P36,C11,W2196,7.19858156,1113.336
A18360,2022-09-05,P22,C19,W1451,6.766666667,25.77565632
A18361,2022-04-15,P93,C5,W1008,3.060686016,42.24735294
A18362,2022-04-05,P32,C9,W1994,8.055555556,1161.216
A18363,2022-07-06,P91,C15,W1089,2.735849057,89.76586957
A18364,2022-02-27,P44,C9,W1261,5.240963855,1543.136
A18365,2022-05-21,P100,C5,W2555,7.138461538,960.2272727
A18366,2022-09-19,P6,C13,W1164,2.563131313,125.4528
A18367,2022-07-02,P49,C4,W785,8.754716981,432.1538462
A18368,2022-04-30,P60,C18,W1323,5.612903226,34.78733032
A18369,2022-07-25,P36,C5,W1409,3,2.336111111
A18370,2022-01-05,P20,C3,W5,6.925373134,1346.7
A18371,2022-01-09,P15,C6,W1822,4.879807692,43.264
A18372,2022-03-07,P26,C14,W1936,8.498168498,894.348
A18373,2022-07-23,P35,C18,W2628,6.304347826,70.16210526
A18374,2022-08-14,P30,C18,W527,6.925373134,1346.7
A18375,2022-02-11,P9,C12,W1888,3.832599119,70.26681818
A18376,2022-07-09,P92,C19,W1092,2.409972299,122.1759375
A18377,2022-02-28,P30,C4,W2473,4.12601626,72.6192
A18378,2022-01-22,P34,C13,W2436,5.948717949,53.235
A18379,2022-05-23,P40,C9,W143,6.863905325,1066.277333
A18380,2022-01-28,P64,C12,W1861,6.338797814,20.0934
A18381,2022-05-04,P84,C6,W425,6.685878963,1290.096429
A18382,2022-09-18,P16,C4,W1163,2.196969697,156.816
A18383,2022-02-23,P33,C10,W54,5.087719298,1637.496
A18384,2022-10-11,P14,C19,W1487,6.928327645,86.71616162
A18385,2022-01-04,P28,C12,W2418,6.783625731,35.0892
A18386,2022-09-14,P40,C16,W2326,7.355072464,77.28
A18387,2022-04-12,P7,C17,W2009,7.811447811,529.254
A18388,2022-02-07,P18,C10,W941,2.066508314,177.241
A18389,2022-07-19,P83,C7,W2624,6.975945017,508.086
A18390,2022-04-14,P31,C18,W2518,6.705202312,1676.024
A18391,2022-05-11,P1,C17,W131,6.863905325,761.6266667
A18392,2022-06-03,P5,C1,W1056,2.409972299,104.2568
A18393,2022-10-13,P64,C12,W888,7.748091603,25.7415
A18394,2022-10-16,P74,C13,W2390,7.19858156,25.51572193
A18395,2022-06-13,P57,C12,W164,5.935672515,935.712
A18396,2022-07-30,P36,C9,W1113,2.811634349,114.030875
A18397,2022-05-15,P34,C4,W1338,5.592592593,2.0412
A18398,2022-08-16,P7,C20,W2269,5.938566553,515.094
A18399,2022-07-22,P40,C12,W203,5.132743363,1237.610769
A18400,2022-06-06,P3,C3,W2581,5.649350649,1138.368
A18401,2022-10-17,P9,C16,W1493,6.928327645,130.0742424
A18402,2022-08-20,P61,C5,W1435,7.733333333,17.18377088
A18403,2022-01-12,P67,C20,W1516,3.493975904,37.2006
A18404,2022-04-27,P84,C14,W2038,5.576923077,1460.16
A18405,2022-08-19,P59,C20,W2655,6.444444444,20.90322581
A18406,2022-01-03,P86,C8,W906,8.256227758,1184.415
A18407,2022-03-22,P48,C10,W984,2.307692308,113.7032
A18408,2022-07-14,P7,C9,W1097,3.213296399,48.870375
A18409,2022-04-20,P64,C14,W1614,5.155555556,30.375
A18410,2022-07-20,P33,C13,W201,5.98820059,1237.610769
A18411,2022-09-28,P7,C15,W2353,7.355072464,33.12
A18412,2022-05-18,P48,C8,W1642,4.43231441,13.98426667
A18413,2022-10-10,P17,C20,W1486,7.918088737,86.71616162
A18414,2022-10-15,P77,C15,W1792,3.883928571,1.8816
A18415,2022-01-14,P3,C12,W1832,5,5.556269663
A18416,2022-05-19,P31,C5,W2553,6.383647799,1089.027692
A18417,2022-09-15,P22,C15,W2327,6.304347826,66.24
A18418,2022-03-01,P17,C4,W1925,9.169960474,640.09
A18419,2022-05-27,P75,C8,W448,7.318611987,317.3336842
A18420,2022-04-19,P96,C15,W410,6.685878963,451.2334286
A18421,2022-07-27,P56,C11,W2229,7.097902098,327.184
A18422,2022-01-23,P61,C8,W625,5.833333333,968.832
A18423,2022-08-27,P72,C14,W2663,6.06271777,133.5713514
A18424,2022-03-28,P22,C7,W388,6.724637681,166.0813953
A18425,2022-03-29,P23,C20,W1592,4.319148936,66.27
A18426,2022-06-20,P84,C14,W472,7.631578947,364.8
A18427,2022-02-06,P34,C11,W2451,5.867052023,41.9006
A18428,2022-07-23,P12,C11,W2221,6.304347826,50.11578947
A18429,2022-05-23,P11,C13,W1647,3.799126638,17.48033333
A18430,2022-02-27,P63,C1,W660,5.612903226,576.6
A18431,2022-09-11,P9,C20,W254,5.37037037,291.6
A18432,2022-09-15,P21,C2,W1160,2.563131313,188.1792
A18433,2022-02-19,P55,C15,W50,5.087719298,935.712
A18434,2022-05-14,P87,C12,W1638,5.065502183,26.2205
A18435,2022-10-22,P1,C3,W2401,7.355072464,55.2
A18436,2022-01-01,P62,C7,W1204,5.4375,614.4
A18437,2022-01-08,P89,C1,W911,3.304843305,184.8015
A18438,2022-08-21,P45,C9,W1436,6.766666667,30.07159905
A18439,2022-08-15,P95,C8,W1129,2.345013477,71.97332
A18440,2022-08-09,P37,C2,W522,6.059701493,1571.15
A18441,2022-08-13,P75,C20,W1127,2.735849057,82.5846
A18442,2022-05-27,P94,C2,W2103,5.454545455,533.1572
A18443,2022-06-22,P95,C1,W2159,6.23655914,32.10925
A18444,2022-04-23,P8,C19,W414,5.014409222,1290.096429
A18445,2022-04-01,P5,C5,W693,8.140350877,649.8
A18446,2022-01-30,P72,C8,W30,6.925373134,673.35
A18447,2022-07-07,P90,C18,W790,8.12,468.75
A18448,2022-01-01,P47,C5,W1,10.1754386,10.3968
A18449,2022-06-04,P2,C8,W2579,6.34375,351.0857143
A18450,2022-03-27,P40,C17,W1976,6.744186047,1268.414
A18451,2022-06-21,P49,C17,W1375,5.285714286,0.803690415
A18452,2022-06-23,P71,C9,W2160,7.097902098,87.63857143
A18453,2022-09-04,P57,C20,W2671,8.226950355,34.02096257
A18454,2022-09-21,P2,C2,W565,5.612903226,411.8571429
A18455,2022-10-22,P28,C9,W2719,6.170212766,51.03144385
A18456,2022-09-16,P72,C20,W2330,6.304347826,33.12
A18457,2022-03-04,P13,C16,W2477,6.932270916,630.01
A18458,2022-09-10,P60,C9,W2317,8.405797101,44.16
A18459,2022-04-14,P100,C4,W1608,5.155555556,50.625
A18460,2022-01-02,P11,C8,W1808,5.231958763,37.636
A18461,2022-06-28,P28,C9,W480,7.631578947,291.84
A18462,2022-03-14,P72,C14,W976,2.692307692,85.2774
A18463,2022-05-07,P57,C18,W1631,3.799126638,13.98426667
A18464,2022-10-22,P83,C14,W2719,8.226950355,63.78930481
A18465,2022-06-22,P11,C7,W2158,8.285714286,392
A18466,2022-05-10,P83,C12,W2064,7.073170732,174.0190141
A18467,2022-04-01,P66,C15,W1987,6.383647799,606.744
A18468,2022-06-08,P30,C13,W2583,6.151515152,1306.8
A18469,2022-07-31,P76,C17,W1415,3,1.001190476
A18470,2022-01-28,P19,C10,W931,3.304843305,123.201
A18471,2022-10-28,P41,C4,W2413,7.355072464,77.28
A18472,2022-05-22,P84,C9,W744,7.660377358,351.125
A18473,2022-05-29,P99,C14,W2110,5.420560748,539.8132
A18474,2022-09-13,P99,C1,W858,7.960784314,45.74444444
A18475,2022-02-16,P40,C10,W2461,4.81042654,62.3294
A18476,2022-10-17,P38,C11,W2714,6.170212766,59.53668449
A18477,2022-03-14,P11,C4,W976,2.692307692,142.129
A18478,2022-08-15,P35,C17,W1129,2.345013477,192.6974
A18479,2022-06-06,P55,C5,W1661,5.065502183,13.98426667
A18480,2022-07-12,P96,C17,W193,5.132743363,463.684
A18481,2022-03-14,P16,C9,W1577,3.70212766,55.225
A18482,2022-08-22,P96,C11,W2280,8.315412186,70.3562623
A18483,2022-09-24,P26,C10,W568,6.548387097,411.8571429
A18484,2022-03-06,P41,C10,W65,5.043478261,1666.35
A18485,2022-09-27,P82,C20,W571,6.548387097,514.8214286
A18486,2022-03-15,P43,C17,W1952,7.073170732,1153.166
A18487,2022-07-28,P89,C19,W2230,7.024221453,192.7407692
A18488,2022-03-23,P24,C12,W1969,7.891156463,740.88
A18489,2022-10-28,P38,C3,W903,6.641221374,60.0635
A18490,2022-10-20,P37,C9,W2717,8.226950355,59.53668449
A18491,2022-06-10,P85,C7,W462,7.631578947,364.8
A18492,2022-09-23,P79,C20,W2690,8.226950355,25.51572193
A18493,2022-03-14,P45,C11,W73,5.594855305,1354.094
A18494,2022-07-26,P90,C11,W2227,8.169014085,288.0571429
A18495,2022-05-20,P91,C13,W2085,5.559105431,1469.535
A18496,2022-05-29,P5,C9,W1352,5.592592593,1.1664
A18497,2022-04-14,P91,C18,W1007,2.295514512,42.24735294
A18498,2022-03-09,P30,C20,W670,7.122807018,974.7
A18499,2022-03-29,P70,C4,W88,7.459807074,580.326
A18500,2022-08-19,P99,C9,W532,6.059701493,587.57
A18501,2022-02-04,P50,C2,W1539,4.076305221,49.6008
A18502,2022-06-17,P13,C14,W1371,5.285714286,1.004613019
A18503,2022-08-28,P74,C15,W2292,5.95890411,14.61668571
A18504,2022-08-30,P30,C3,W1746,5.420560748,7.740169014
A18505,2022-09-13,P26,C17,W1459,6,165.442623
A18506,2022-02-03,P87,C11,W1538,4.658634538,93.0015
A18507,2022-08-11,P81,C17,W1426,7.733333333,32.21957041
A18508,2022-08-14,P17,C9,W2650,3.492537313,2.008501119
A18509,2022-05-24,P18,C11,W1047,2.409972299,130.321
A18510,2022-05-31,P55,C1,W151,6.863905325,609.3013333
A18511,2022-07-20,P13,C7,W2215,6.397058824,19.4183727
A18512,2022-09-09,P24,C13,W2676,7.19858156,51.03144385
A18513,2022-04-27,P47,C13,W2531,6.884272997,908.552
A18514,2022-05-09,P79,C2,W2063,6.126760563,483.936
A18515,2022-05-07,P85,C5,W2059,6.835016835,1323.135
A18516,2022-04-15,P49,C5,W2519,5.117647059,924.8
A18517,2022-04-28,P92,C18,W720,6.444444444,1093.5
A18518,2022-01-11,P94,C2,W2425,5.231958763,1.615572671
A18519,2022-05-03,P75,C1,W2050,5.667752443,42.84045455
A18520,2022-05-29,P4,C6,W2111,7.272727273,1017.61
A18521,2022-09-12,P38,C5,W1759,4.677419355,8.138839506
A18522,2022-09-16,P16,C8,W2683,6.170212766,42.52620321
A18523,2022-07-22,P32,C15,W203,6.843657817,1237.610769
A18524,2022-09-25,P9,C8,W1170,2.929292929,235.224
A18525,2022-10-21,P36,C7,W896,8.854961832,60.0635
A18526,2022-03-21,P61,C19,W2494,5.723684211,739.328
A18527,2022-05-31,P29,C17,W2575,6.966966967,1330.668
A18528,2022-09-30,P50,C11,W2358,8.405797101,44.16
A18529,2022-07-11,P21,C4,W2197,6,280.3333333
A18530,2022-07-10,P77,C7,W1695,4.065420561,13.7388
A18531,2022-05-26,P58,C6,W146,6.00591716,609.3013333
A18532,2022-08-16,P77,C7,W2269,5.938566553,515.094
A18533,2022-08-12,P62,C20,W2648,8.787878788,8.785210084
A18534,2022-03-06,P66,C1,W65,5.043478261,714.15
A18535,2022-03-29,P64,C6,W1291,5.403726708,38.8815
